Precio,Ubicación,Descripción,Latitud,Longitud,Mantenimiento,Zona,Ubicación_ID,m²,Recámaras,Baños,Estacionamiento
45000,San Pedro Garza García,"Departamento amueblado en renta Torre Dana Arboleda, Del Valle San Pedro Garza García eb-qx4518. Consta de 70m2. -área con espacio abierto de cocina con barrita. -sala/comedor. -coffee bar y oficina. -1 recámara con baño completo y vista. -centro de lavado. -1 cajón de estacionamiento. Mantenimiento $5, 000. ""Esta es una de las varias opciones que tenemos para ti. Somos una agencia de bienes raíces especializada en la venta y renta de vivienda residencial, te brindamos un servicio personalizado y de alta calidad. Si necesitas ayuda para comprar o rentar, contáctanos y uno de nuestros asesores te atenderá. """,25.6493905,-100.3561053,5000,Valle del Campestre,102,71,1,1,1
40000,Monterrey,"Excelente ph en renta a estrenar en Balzac, Santa Maria Mty. 2 recámaras. 2. 5 baños. Amplio balcón. Amenidades de super lujo. Departamento totalmente equipado. 2 cajones de estacionamiento. El departamento está en un piso 33, alejado del ruido de la ciudad. Cuenta con ventanas duovent. A 3 minutos de San Pedro. Esta torre cuenta con increibles amenidades como Gym, alberca con hermosa vista panorámica, salones de eventos, área para hacer home office, sports bar, entre otras. Book your appointment Today! Ism",25.6715432,-100.3756204,0,Santa María,101,103,2,2,2
25000,Monterrey,"Departamento con 2 cajones de estacionamiento. Sala, comedor, cocina integral con cubierta de granito y estufa, lavandería techada, 3 recámaras, la principal con baño vestidor, las otras 2 con clóset y comparten el baño, 3 terrazas con vistas panorámicas. Equipado con refrigerador, centro de lavado, aire central y minisplits. El edificio cuenta con elevador, terraza con asadores, gimnasio, área de juegos infantiles, servicio de agua, limpieza y seguridad. Incluye Mantenimiento. Se aceptan familias y profesionistas (No Estudiantes). Con opción de refrigerador y centro de lavado en $28, 000. Tg",25.62723,-100.2995237,0,Del Paseo Residencial,101,135,3,2,2
42000,Monterrey,"Estrena departamento en renta torre balzac, piso 31. Equipado, amueblado y decorado de lujo. Blvd. Antonio L. Rodríguez, Monterrey N. L. $47, 000 + iva, incluye mantenimiento e Internet. • 97 m2. • Sala-comedor-cocina con amplios ventanales. • Baño de visitas. • Dos Recamaras cada con su baño, la principal con closet vestidor y dos ventanales en esquina. • Área de lavandería con Lavadora-secadora. • 2 cajones de estacionamiento. • Una bodega de 4 m2. equipamiento Y acabados: - 3 Pantallas tv (sala y recamaras) - ⁠Lavabos de mármol negro Oaxaca. - Cocina: piedra tecnológica calacatta borghini. - 3 climas. - Canceles de vidrio templado en baños. - Acabados y decorado de lujo. amenidades: • Alberca. • Área de asadores para 3 eventos. • Área de cowork y descanso. • Sport Bar. • Super Gimnasio. • Salón de cine y juegos. • Cancha de fútbol. • Área social en terraza. • Área infantil",25.6715432,-100.3756204,0,Santa María,101,97,2,2,2
12500,San Nicolás de los Garza,"Departamento con excelente ubicación. A 7 minutos de Ciudad Universitaria (uanl). Amueblado y equipado. Cuenta con 2 habitaciones (3 camas), cocineta equipada, sala, comedor, escritorio, 1 baño completo. Ideal para estudiantes, parejas, personas con planes de independizarse. Incluye servicios de agua. No mascotas, no niños.",25.7411133,-100.321023,0,Lomas del Roble,105,58,2,1,0
45000,San Pedro Garza García,"Rednorte ofrece: Torre de reyes. Departamento. renta $40, 000. mtto $6, 530. Zona San pedro. Estacionamiento 3. Alfonso reyes 391. Mts construccion 359. 3 habitaciones. 3 y 1/2 baños. clave interna: eg097. whatsapp: Ver datos",25.6452513,-100.3735026,0,Bosques del Valle,102,180,3,3,2
28500,Santa Catarina,"Ofrezco departamento en renta en valle poniente en cordillera torre en Ana norte, mide 100 m2, dos pisos una recámara, 1 baño completo, balcón, 1/2 baño de visitas, amenidades y seguridad 24 horas, alberca gym lavadora y secadora",25.6583489,-100.4391879,0,Vía Cordillera,103,100,1,1,1
85000,San Pedro Garza García,"Departamento de Lujo en Renta con Vistas Espectaculares. Ubicado en la Colonia del Valle y con unas vistas muy bonitas a la Sierra Madre, este departamento se puede ofrecer amueblado y te ofrece un estilo de vida único y sofisticado. Ideal para quienes buscan confort, diseño moderno, seguridad y una excelente ubicación. # Amenidades y áreas: - Amplia **sala-comedor** con elegantes acabados de cuarzo en color negro. - Moderna isla desayunadora. - **Electrodomésticos eléctricos** de alta calidad. - Espaciosa **área de lavandería** para mayor comodidad. # Características del departamento: - **3 recámaras**, cada una con su **baño completo** y amplios vestidores. - La **recámara principal** incluye: - **Tina de lujo**. - Amplio vestidor con aire acondicionado. Este departamento lo tiene todo para ofrecerte un estilo de vida exclusivo. ¡Vive la experiencia que te mereces! Arturo Vela. Ver datos",25.6564843,-100.3694401,0,Del Valle,102,250,3,3,2
23500,San Pedro Garza García,"“renta” - Propiedad: Departamento en Colonia del valle san pedro. - Especificaciones: Toralmente amueblado, incluye servicios e internet, 1 recamara, 1 baño, cocina integral equipada. Amenidades: Gym, asadores, lobby, vigilancia 24 hrs. Nota: solo se permite una persona por departamento. - Precio $ 23, 500 incluye mant",25.6564843,-100.3694401,0,Del Valle,102,70,1,1,1
95000,San Pedro Garza García,"Departamento en renta en Arboleda, San Pedro. Villa ubicada en la torre Nube. 304 metros cuadrados. 3 recamaras con baño y vestidor. 3 cajones de estacionamiento. totalmente equipado. Con recibidor, sala-comedor, baño de visitas y lavanderia. Cuarto de servicio con baño completo. Family room. 2 terrazas. incluye 1 bodega de 9. 84m2. amenidades. Planta Baja. — Centro de negocios. — Club infantil. Nivel 35. — Terraza. — Alberca. — Bar exterior. — Asoleadero y cabanas. Nivel 17. — Alberca y jacuzzi. — Terrazas y asadores. — Salón de degustación. — Bar de whisky. — Bar de puros. — Gimnasio. Parques. — 3700 m2 de áreas verdes y jardines. renta 95, 000. cuota de mantenimiento 22, 000. renta total: 117, 000. Disponibilidad inmediata",25.6587678,-100.3476843,22000,Valle Oriente,102,304,3,3,3
23000,San Nicolás de los Garza,"Mp departamento en renta en living san nicolas, N. L. Ubicado en el corazón de San Nicolás, Living es un desarrollo pensado en tener todo a tu alcance y así disfrutar de tu vida dentro de la ciudad. Excelente ubicación, cerca de empresas como: ternium, bimbo, porcelana corona, hospital metropolitano. Acceso rápido a avenidas principales como: Nogalar, López Mateos y Felix U Gomez. La torre cuenta con Seguridad 24 horas y caseta de vigilancia, Elevador, alberca, palapa y asadores, juegos infantiles, cancha de básquet y más. El departamento es de: 2 recámarasCompletamente amueblado y equipadosala, comedor, cocina integral, Climatizado2 baños. 2 cajones de estacionamiento. precio de renta de: amueblado: $23, 000. 00 mxn decorado: $25, 000. 00 mxnpara mayores informes: de lunes a viernes de 8 am a 7 pm comunicarse al (81) Ver datos y fuera de ese horario comunicarse al Ver datos-16 Perfect Place Inmuebles. Conectando clientes y propiedades ideales. Certificación en comercialización Inmobiliaria Ec0110¿Quieres encontrar el cliente ideal para tus propiedades? ¿Estás buscando tu casa ideal? Márcanos.",25.7217546,-100.2627397,0,Living San Nicolás,105,0,2,2,2
28000,San Pedro Garza García,"En San Pedro Garza García, nl: Rento departamento, climatizado para ejecutivo en Chipinque. Listo para habitar con 3 recámaras, 3 baños, 2 lugares para estacionarse techados, elevador, excelente ubicación directa a la Avenida Gómez Morin, muy cerca de todas las maravillosas tiendas y restaurantes del area centro comercial Paseo San Pedro, Palacio de Hierro, City Market, heb, y mas que ésta área tiene para ofrecer. Si te gusta la naturaleza con vista espectacular de la ciudad desde la sala, definitivamente es uno de esos lugares únicos que tienes que ver ahora, antes que se haya rentado! Renta Mensual $30, 000 mx + $1, 200 Mantenimiento. Informes: whatsap +Ver datos, @gmail. comIn San Pedro Garza Garcia, nl: Leasing apartment with air conditioning for executive at Chipinque. Ready to move with 3 bedrooms, 3 bathrooms. Excellent location near Gomez Morin, a side from all the wonderful shops and restaurants at Paseo San Pedro Mol City Market, heb and more that this area has to offer. If you like nature with a spectacular city view from terrace, this is definitely one of those exceptionally unique places that you need to check out now, before it´s gone! Monthly rent $30, 000 mx + $1, 200 Maintenance. Information: whatsap +Ver datos, @gmail. com",25.6266333,-100.3648095,1200,Valle de San Angel,102,125,3,3,2
50000,San Pedro Garza García,"Amplio departamento recién remodelado perfecto para ti que buscas vivir entre la naturaleza pero muy cerca de todas las comodidades de la ciudad. Es ideal para una persona, una pareja, o una pequeña familia, que disfruten de la calma, el aire limpio y el microclima que ofrece vivir en el corazón de la Sierra Madre, ubicado en Valle de San Ángel Sector Mexicano. Características. Amplios Espacios: Disfruta de una generosa área social, ideal para recibir visitas o relajarte en tu hogar. Terraza Privada con Vista Panorámica: Conéctate con la naturaleza desde la comodidad de tu terraza, perfecta para disfrutar del aire libre y las vistas impresionantes. Tres Recámaras: Espacios diseñados para el descanso y la privacidad, La recámara principal cuenta con baño y walk in clóset y las secuandarias tienen clóset de pared y comparten baño con el área social. También cuenta con cuarto de servicio con baño completo o puede servir de bodega. Seguridad y Privacidad: Vive con la tranquilidad que mereces, en un entorno seguro y discreto. Pequeño edificio de sólo 4 departamentos (1 por planta) con acceso controlado al edificio Dos lugares de estacionamiento techados (en tándem) Ubicado en una zona privilegiada, este departamento te ofrece lo mejor de ambos mundos: un entorno natural y acceso cercano a servicios y amenidades urbanas. Precio: $50, 000 mxn al mes. No pierdas la oportunidad de vivir en este increíble espacio en una de las zonas más exclusivas de la ciudad. *no estudiantes, no roomies, no mascotas. ¡Agenda tu cita! Ale Jaime Islas. Espacio Querido. Ver datos",25.6266333,-100.3648095,0,Valle de San Angel,102,175,3,3,2
37000,San Pedro Garza García,"Renta departamento totalmente amueblado y equipado ubicado en liu west, con seguridad y control de acceso 24 hrs. Con excelentes amenidades. Precio ya incluye mantenimiento. Distribución: • Sala. • Comedor. • 1 Recámara. • 1 Baño completo con tina de hidromasaje. • 1 medio baño. • Cocina integral. • Centro de lavado. • Bodega. 1 estacionamiento con opción a otro en caso de ser necesario. Equipamiento del Departamento:. Amueblado Sala-Comedor. . Cocina Integral. . Todos los electrodomésticos. . 2 climas seccionados. • Centro de Lavado. Equipamiento Edificio: • Alberca. . Gimnasio. • spa. • Salón de eventos. • Business Center. • Recepción. • Ludoteca. • Áreas verdes. Servicios de la Zona: • Agua, • cfe, • Drenaje, • Servicios municipales, • Gas, Entorno: • Habitacional. Información profeco: Contrato de Adhesión de Intermediación para la compraventa de inmuebles. Registrado en la Procuraduría Federal del Consumidor (profeco). Número Ver datos, de fecha 08 de Mayo del 2023. Precios sujetos a cambios sin previo aviso. Greta Velazquez",25.6587678,-100.3476843,0,Valle Oriente,102,78,1,1,1
42990,San Pedro Garza García,"LofT de Arboleda, en Dana con vista a Sierra Madre.  nuevo/ Amueblado y Equipado con 57m2Cuenta con 1 espacio de recamara y 1 baño completoCon 1 cajón de estacionamientoAmenidades: * Alberca* Asadores* Gimnasio* Ludoteca* Salón de juegos* Salón de eventos* Coworkingwww. danaenarboleda. mxRenta es mas servicios/ Ya incluye mantenimiento. Citas al WhatsApp Ver datosRequisitos: Póliza Juridica1 mes de depósito y 1 mes de renta por adelantado.",25.6493905,-100.3561053,0,Valle del Campestre,102,0,1,1,1
12000,Monterrey,"Mp loft en renta en casa compartida Co-Living zona Tec. De Monterrey, N. L. Cuarto, baño, escritorio, cama y clima. **areas compartidas; cocina, comedor, terraza**Servicios incluidos: agua, luz y gas. *Cajón de estacionamientoAmenidades: áreas verdes, 1 elevador, vigilancia, cercadoeléctrico, alarma, parque cerca, alarma. **precios desde: $12, 000. 00 mxnpara mayores informes de lunes a viernes de 8 am a 7 pm comunicarse al (81) Ver datos y fuera de ese horario comunicarse al whats ap Ver datos-16 Perfect Place Inmuebles. Conectando clientes y propiedades ideales. Certificación en comercialización Inmobiliaria Ec0110¿Quieres encontrar el cliente ideal para tus propiedades? ¿Estás buscando tu casa ideal? Márcanos.",25.6542625,-100.2978762,0,Roma,101,0,1,1,0
40000,San Pedro Garza García,"Departamento en Renta Equipado en Torre Acacia, Distrito Armida. Excelente ubicación en San Pedro Garza García. El departamento es de 80m2. Dos habitaciones, ambas con clóset y baño completo. Cocina equipada, y área social. Espacio para la lavas ecadora. Dos Cajones de estacionamiento. 1 Bodega de 2. 64 m2. La torre cuenta con las siguientes amenidades: Salones de usos múltiples, alberca, cancha de pádel, sala privada, asadores, terrazas, fogatero, juegos infantiles, gimnasio, ludoteca, y salón de yoga. Equipo: Refrigerador, boiler, lavasecadora, parrilla eléctrica, horno microondas que a su vez es horno tradicional, clósets, y persianas. La renta incluye mantenimento. Agenda cita!",25.6449187,-100.3176492,0,Hacienda de La Sierra,102,80,2,0,2
25000,Monterrey,"""venta Y renta"" - Propiedad: Departamento Amueblado en Centro de Monterrey. - Especificaciones: Cocina integral equipada, 2 Recamaras, 2 baños, sala, comedor, centro de lavado, 1 cajón de estacionamiento. - Amenidades: Gym, sports bar, cancha de fútbol, asadores, palapa, ludoteca, pet park, espacio para eventos y más. -Medidas: 65. 60 mts2. -Precio de Venta: $3, 550, 000. -Precio de Renta: $25, 000 Iva incluido",25.6780368,-100.3133067,0,Centro,101,65,2,1,1
20000,Guadalupe,"Santa fe Zona La Fe 2 Recámaras 2baños $20, 000 Renta de Departamento en Santa Fe Living Precio: $20, 000 pesos Incluye: Mtto ($1, 750 pesos), servicio de agua y dos cajones de estacionamiento. Departamento en renta equipado y totalmente amueblado ¡Listo para habitarse! Dos recámaras amuebladas con cabecera (queen size) y buró, cada una con su con walkin clóset y baño. Cocina integral y mesa comedor con cubierta de granito, con módulo de caba sobre la mesa. Sala con sofa, sillón, tapete, librero, espejo de piso a pared y módulo de tv. Dos televisiones de alta definición, 3 minisplits, centro de lavado y boiler. Amenidades: Alberca y asadores, cowork y área de eventos, estacionamiento privado, cámaras de vigilancia y seguridad privada 24/7 en todo el fraccionamiento. Cerca de heb Acapulco y a 5 minutos Plaza la Fe Ideal para ejecutivo No mascotas",25.67979,-100.2368815,0,La Fuente,106,1,2,2,2
15000,Monterrey,"Depto en renta amueblado o sin muebles. 1 recamara, 1 baño completo, cocina cubierta de granito, estancia, centro de lavado, minisplits inverter, persianas blackout, refrigerador, estufa y campana. Amenidades del edificio: Salon de eventos multiples. Asadores. Gym. Co-Work. Cancha con pasto sintetico. Vigilancia 24 horas. PetPark. Edificio nuevo en la calle Colegio Civil entre Madero y Arteaga. Ubicación cerca de la estación del metro Cuauhtemoc.",25.6780368,-100.3133067,0,Centro,101,37,0,1,0
45000,Santa Catarina,"Hermoso departamento, totalmente amueblado y equipado. El departamento cuenta con un balcón y vistas panorámicas, ubicadonse en el piso 14. El departamento consta de 2 recámaras, 2 1/2 baños, cocina con cubierta Corian y lavandería con centro de lavado y 2 cajones de estacionamiento. El edificio cuenta con las siguientes amenidades: jardín con andadores, gimnasio, sala de cine, alberca, salón de eventos, terraza y asadores. Además una tienda de snacks y cafetería. La zona en la que se encuentra ubicado éste departamento es una zona de muy alta plusvalía ya que está cerca de universidades y preparatorias de alto prestigio, comercios, restaurantes y el Consulado Americano, todo ""walking distace"". Metros cuadrados. interior 121. 67 m2. balcon. 4. 59 m2. estacionamiento 29. 70 m2. total 155. 96 m2. *Mantenimiento incluido $6, 240. *Más iva en caso de requerir factura. *No mascotas",25.661394,-100.4412365,0,El Aguacatal,103,126,2,2,2
6500,Monterrey,"Rento departamento compartido de dos recamaras amueblado con sala comedor, cocina integral, cada recamara con su baño completo puede ser completo para dos amigos O puede ser individual cada recamara tiene su baño, hay lavadora, internet Y privacidad las recamaras cuentan con minisplit los servicios no van incluidos el precio es por recamara solo varones",25.651933,-100.2894607,0,Tecnológico,101,180,3,1,1
11500,Monterrey,"Hermoso depa en Renta ubicado en el sur de la ciudad, en la Colonia Residencial Mederos a 20 min del Tec de Monterrey. En colonia con control de acceso El departamento es para 1 persona, Excelente para ejecutivo o estudianteDepartamento de 1 recamara, con walking closet muy amplio, en planta alta, completamente equipado y amueblado con Minisplit, abanico de techo, persianasCocina integral con refrigerador, micro y parrilla electrica, Baño con cancel de vidrio, cama matrimonial, escritorio Solamente comparte el centro de lavado con otros 3 depas El precio de renta incluye los servicios de Gas, Agua e InternetRequisitos1 mes de depositocontrato minimo de 1 añoNo se pide aval Pago de poliza de garantia juridica (unico pago anual) Comprobante de ingresos de 3 veces el monto de la rentaAdicionalmente se puede pagar $500 pesos mensuales por estacionamiento techado privado en la propiedad Agenda tu cita para conocerloclagarclaudia GarzaVer datos58",25.5952106,-100.2664973,0,Residencial Mederos,101,0,1,1,1
12500,Monterrey,Departamentos y Lofts ubicados a dos cuadras del Tec,25.6459384,-100.286305,0,Altavista,101,29,1,0,0
32500,Monterrey,"Departamento en renta torre punta acero zona centro. $32, 500. 85mts construcción. Hermoso departamento en renta a estrenar en privilegiada ubicación, frente a fundidora y muy cerca de Paseo Santa Lucía, a 5 minutos de zona Tec y Av. Constitución, plaza comercial con gimnasio y restaurantes, Departamento amueblado de 2 recámaras con 2 baños completos, cocina integral de lujo y balcón con increíbles vistas al cerro de la silla. Amenidades de primer nivel: alberca con vistas panorámicas a toda la ciudad, asadores y camastros de bronceo, gym, salón de eventos sociales, cine, ludoteca, espacio de salas de juntas y sports bar. Incluye mantenimiento. info latitud real estate Ver datos",25.6780368,-100.3133067,0,Centro,101,85,2,2,1
48000,San Pedro Garza García,"Hermoso Departamento en Acacia, Distrito Armida. Ofrezco departamento en renta. acacia ii. Características: Tamaño: 80 m² Completamente equipado. Distribución: Recámaras: 2. Baños: 2. Estacionamiento: 2 cajones. Sala Comedor. Cocina Integral Equipada: Refrigerador. Parrilla eléctrica. Horno. Campana. Otros Equipos: Lava secadora. Renta: $48, 000 (incluye mantenimiento) Amenidades: Alberca. Cancha de Padel. Gimnasio. Múltiples salas de juntas. Otros servicios y áreas recreativas",25.6587678,-100.3476843,0,Valle Oriente,102,80,2,2,2
10000,Monterrey,"Rento. Departamento amueblado en segundo nivel. En zona Ejecutiva tranquila y segura. Col. Alta vista sur sector lomas, en el Municipio de monterrey. A unos pasos de Av. Alfonso reyes, y a 1min de Av. Lazaro cardenas, garza sada, valle oriente & tec de mty. 1 Habitación + 1 Baño completo. Area de Sala + Area de Comedor & Cocina+ Entrada independiente + Estacionamiento en Vía Publica. Incluye: cocina integral | estufa & campana | refrigerador | microondas | sillon & comedor | cama | closet | boiler | minisplit| agua | gas |… - Contáctame vía WhatsApp para más Detalles, Requisitos & Citas! -",25.6407116,-100.292967,0,Alta Vista Sur Sector Lomas,101,70,1,1,0
23000,Apodaca,"Sg Excelente departamento en renta en nave 01, Apodaca, N. L. Cuenta con: Cocina, sala, comedor. 2 recámaras. Centro de lavado. Amueblado y equipado. Amenidades: Seguridad las 24/7. Elevador. Alberca y asadores. Salón de eventos. Plaza comercial cerca de Whirlpool y salida a pesquería. precio de renta: $23, 000. 00 mxn (incluye mantenimiento, agua e internet) para mayor información contactanos: Ver datos O al Ver datos-87-86",25.75073,-100.195541,0,El Milagro,107,1,2,0,0
