Precio,Ubicación,Descripción,Latitud,Longitud,Mantenimiento,Zona,Ubicación_ID,m²,Recámaras,Baños,Estacionamiento
30000,Monterrey,"Amplia casa en excelentes condiciones. Fraccionamiento privado! Buena ubicación, acceso inmediato a Carretera Nacional y a 5 minutos de los principales centros comerciales Esfera, Pueblo Serena, Costco etc. Primer piso con sala-comedor, cocina, baño de visitas y patio. Cochera para dos autos. Segundo nivel: 3 Recámaras cada una con baño (2 recamaras con vestidor y una con closet) Estancia. Tercer nivel: Lavandería. Cuarto de servicio. Equipada: Cocina, climas, ventiladores, canceles de cristal, boiler. , persianas. Inf. 81 Ver datos / Disponible también en venta!!",25.6622922,-100.2746388,0,La Rioja Privada Residencial 1era. Etapa,101.0,160,3,4,2
17500,Apodaca,"Casa en Renta en Apodaca Privada Cerradas del Parque Amueblada. Casa en renta en privada de Apodaca Col. Villas del parque, amueblada. Excelente ubicación, límites con San Nicolás de los Garza. Cerca de escuelas, empresas y centros comerciales. La casa cuenta con: 5 minisplits, boiler, sala de 2 piezas, comedor, cocina integral con estufa y campana, refrigerador, microondas, closets, lavadora, 3 camas, cajoneras, y abanicos de techo. Primer nivel: -Cochera para dos vehículos. - Sala, comedor. - Cocina integral. - área de lavandería y patio. - Medio baño. Segundo nivel: - Estancia. - 3 recámaras. - La recámara principal cuenta con: baño completo, clóset vestidor. - Las dos recámaras secundarias cuentan con: clóset. - Baño completo",25.7561162,-100.233068,0,Cerradas del Parque,107.0,186,3,3,2
19000,Apodaca,"Casa para estrenarse!, en esquina con excedente de terreno muy cerca av concordia, centros comerciales Y escuelas. 2 plantas, cochera abierta 2 autos. pb: cocina integral cubierta de cuarzo, con parrilla, refrigerador duplex Y microondas. sala-comedor, medio baño, patio con piso, Y area de jardin con pasto Y reja en pasillo lateral. pa: recamara principal con closet-vestidor, Y baño completo, persianas Y minisplit. estancia Y 2 recamaras secundarias con closets, persianas Y minisplits y comparten baño con cancel de vidrio templado. con boiler Y tinaco. fraccionamiento con seguridad 24/7 Y amenidades: alberca, salon de usos multiples, cancha futbol rapido, juegos infantiles Y equipo de ejercicio al aire libre. requisitos: contrato por un año, un mes de deposito, poliza juridica de arrendamiento, Mantenimiento Incluido en la renta. - No mascotas- informes Y citas: Ver datos",25.7261053,-100.1537381,0,Monetta,107.0,140,3,2,2
19500,García,"Renta de casa nueva en privada Cumbres Altta de 3 niveles. Para estrenar. Terraza panorámica. 3 R 3. 5 B. Cuarto de juegos o 4ta recámara. Planta baja: Sala, comedor, cocina y área de lavado. Planta alta: 3 recámaras y 2 baños. 3er piso: Estancia con baño completo y salida a terraza grande con área para asador. Frente a parque. $19, 500.",25.7639251,-100.4652299,0,Cumbre Altta Residencial,108.0,200,3,3,2
40000,Monterrey,"Casa en Renta - Espacio Cumbres, Monterrey, Nuevo León. Características Principales: Ubicación: Espacio Cumbres, Monterrey, Nuevo León. Renta: $40, 000 mxn (incluye mantenimiento) Recámaras: 3 amplias recámaras. Baños: 3 baños completos + 1 medio baño. Cochera: Espacio para 2 autos. Patio trasero: Con alberca y asador, ideal para disfrutar con familiares y amigos. Amenidades del Fraccionamiento: Casa club con alberca. Ubicación Privilegiada: Cerca de colegios, hospitales y plazas comerciales. Extras: Se aceptan mascotas. Se acepta póliza jurídica. ¡Vive en una de las mejores zonas de Monterrey, en un fraccionamiento que lo tiene todo!",25.7251689,-100.375625,0,Espacio Cumbres,101.0,1,3,3,2
19000,General Zuazua,"Renta Casa en Portal del Norte, Escobedo, N. L. “Estilo Roomies para ejecutivos” 1000 m² Equipada y amueblada. incluye: - 3 recamaras cada una con su baño completo. - Sala de cine. - ⁠salón de juegos con billar. - Área Social (Palapa, Bar, Alberca, Jacuzzi movil) - Amplia Cocina. - Climas Frio / Calor. - 350m² de área verde. - Cochera para 4 autos con portón eléctrico. - Boiler. - Internet. - Cisterna de 5mil Litros. - ⁠Renta por persona $ 19, 000 por persona. - ⁠Se puede facturar. - ⁠Informes: Ver datos// Ver datos",25.8818005,-100.1619222,0,Portal del Norte,,1000,3,3,4
18500,García,"Mp Casa en renta ubicada en Dominio Cumbres, N. L. Cuenta con: Privada con seguridad 24/7, casa club, salón de eventos, alberca, y áreas verdesTerreno 128 Construcción 1673 niveles Frente a parquePlanta baja: Cochera para dos autosEspacio para sala y comedorCocina integral equipada con estufa y campanaPatio con terreno excedenteMedio bañoSegundo nivel: Estancia Baño completo 3 recámaras con closet y minisplit de las cuales la recámara principal tiene baño completo3 nivel: Área social techadaÁrea de lavanderíaTerrazaBaño completoprecio de renta: $18, 500. 00 mxnpara mayores informes de lunes a viernes de 8 am a 7 pm comunicarse al (81) Ver datos y fuera de ese horario comunicarse al whats ap Ver datos-16Perfect Place Inmuebles. Conectando clientes y propiedades ideales. Certificación en comercialización Inmobiliaria Ec0110¿Quieres encontrar el cliente ideal para tus propiedades? ¿Estás buscando tu casa ideal? Márcanos.",25.7730089,-100.4333036,0,Mitras Poniente,108.0,128,3,2,2
18000,Monterrey,"Al poniente de la ciudad, Lumina Cumbres ubicada arriba Leones, te ofrece un ambiente de seguridad, tranquilidad y hermosas vistas. Con centros comerciales a 10 minutos, Centro Médico Muguerza Cumbres a 5 minutos y una oferta educativa con excelentes colegios en todos los niveles. Hermosa casa de dos niveles en Fraccionamiento cerradas lumina cumbres $18, 000 mantenimiento incluido. Planta Baja.  Amplia cochera doble techada.  Medio baño social.  Sala.  Comedor.  Cocina integral, equipada con doble tarja, estufa y. campana.  Área de servicio con baño completo.  Patio amplio. Planta Alta.  Amplia estancia.  Recámara principal con walking closet y baño. completo.  1 recámara secundaria con walking closet y baño. completo.  1 recámara secundaria con closet.  Baño completo.  Closet de blancos. Equipamiento adicional:  1 minisplit en recámara secundaria con walking. closet y baño completo.  1 minisplit en recámara principal negociable. Amenidades del fraccionamiento:  Casa Club.  Alberca.  Cacha de fútbol y basquetbol.  Juegos infantiles.  Gimnasio aire libre y mini gimnasio techado.  Acceso controlado por caseta de vigilancia.  Seguridad 24/7",25.6988968,-100.3638572,0,Cumbres,101.0,131,3,3,2
115000,San Pedro Garza García,"Hermosa casa en renta en colonia La Cima. La casa cuenta en planta baja con Sala, Comedor, Cocina, Antecomedor, Cuarto de Televisión, oficina o estudio. Lavandería, Cuarto de Servicio. En segunda planta 3 recámaras, cada una con walk in closet, la principal con doble closet. Una oficina y a parte una gran estancia que puede ser gimnasio, cuarto de televisión, estudio, etc. Climas seccionados. Jardín frontal con cascada. Baño exterior. Cochera para dos con portón eléctrico. Subestación. La casa cuenta con preparación para elevador.",25.6367395,-100.3502487,0,La Cima,102.0,465,3,3,2
14000,García,"Casa en Renta en Mitras Poniente, Sector Jerez, amueblada con 4 recámaras. Ubicada cerca de centros comerciales, bancos, colegios, etc. Cuenta con sala, cocina equipada con estufa, refrigerador, lavadora, secadora, 4 camas, 3 minisplits. Primer nivel. -Cochera para 1 auto. -Sala. -Cocina equipada. -Recámara con baño y closet. Segundo nivel. -Recámara principal con baño y closet. -2 Recámaras secundarias con closet. -Baño completo. -Lavandería equipada",25.7826215,-100.4248236,0,Mitras Poniente Sector Jerez,108.0,90,4,3,1
40000,Monterrey,"Casa en renta. ¡prox disponible en septiembre! Excelente ubicación. fraccionamiento privado. tiene caseta de vigilancia 24/7. Hermosa casa distribuida en 2 plantas, cuenta con 3 recámaras, 3. 5 baños, sala, comedor, cocina, lavandería y cuarto de servicio con baño completo. Tiene cochera techada para 2 carros, jardín muy amplio y pasillo lateral. La recámara principal cuenta con baño vestidor, mientras que las secundarias comparten baño. Espacio para sala de tv o estancia en planta alta. Excelente ubicación, antes de llegar a Plaza Cumbres, super mercados como Smart, heb, Walmart y vías de rápido acceso. Se pide un mes de depósito, un mes de renta y un fiador con propiedad en nl, renta mínima por 1 año. Dirección: Pamplona #250, Col. Bosques de las Cumbres, Monterrey, N. L. Entre calles: Av. Barcelona y Av. Sevilla. Llama Ya! Tel: Ver datos",25.7275882,-100.3992364,0,Bosques de las Cumbres,101.0,285,3,3,2
25000,San Nicolás de los Garza,"Por su ubicación, muy cerca de Av. Barragán y su amplitud, es una excelente opción para familias o negocios que busquen facilidad de estacionamiento y ubicación fácil de llegar. Características: Terreno: 180m2. Construcción: 300 m2. 2 plantas. 3 recamaras en planta alta. 2 baños completos. 1 medio baño. Amplia estancia en planta alta. Cochera techada para 2 autos (muy amplia) Patio con asador y lavandería. Sin vecinos enfrente. Distribución: ¡Te invitamos a ver el video! Planta baja: Sin vecinos al frente, cochera para 2 autos con mas de 7 metros de profundidad, recibidor con acceso a la segunda planta y medio baño, cocina equipada de madera con barra de acero inoxidable con acceso a la lavandería en la parte posterior de la casa, sala comedor muy amplios con mucha iluminación natural, patio abierto con asador y pasillo con amplio espacio y acceso a la cochera. Planta alta: Recamara principal al frente con baño completo privado, closet vestidor independiente y amplia terraza, estancia muy amplia con baño completo que se comparte para las dos recamaras secundarias en la parte posterior, cada una de estas recamara con su closet. La casa esta recién remodelada, lista para habitarse o empezar a trabajar. Eq. idem. La Inmobiliaria Inteligente de Monterrey",25.762197,-100.2958711,0,Residencial AnAhuac Zona Norte,105.0,300,3,2,2
50000,Monterrey,"Casa en renta en privada Col. Rincon de San Jerónimoen privada, vigilancia 24/7 Hermosa casa en renta recién remodelada, cada área tiene su minisplit incluyendo cocina y lavandería, espacios muy amplios. Equipada con electrodomésticos y extractor especial para el asador, portero con audio y visión y cámaras de seguridad. Persianas con blackout Jardín común muy amplio con cancha de basquet, voleibol y columpios. 1 piso: Recibidor, sala, comedor, cuarto con baño completo, cocina, lavandería, cuarto de servicio, terraza y jardín. Cochera para 2 automóviles. 2 piso: 3 recamaras, cada una con baño y walking closet. Terraza. Estancia muy de servicio con baño completo T: 220m2C: 335m2 ihoVer datos",25.6779443,-100.3659308,1000,San Jerónimo,101.0,220,3,5,2
175000,San Pedro Garza García,"Casa con excelente ubicaicón y vistas panorámicas, techos triple altura y amplios espacios. Recibidor, baño de visitas, area social con chimenea, terrazas, cocina super equipada, sala de cine, cava, 3 recamaras cada una con baño y vestidor, estancia de tv, roof garden, bodegas, cochera techada para 3 autos. Privada con seguridad 24/7.",25.6189115,-100.3751692,0,Olinalá,102.0,851,3,3,3
12000,Apodaca,"Casa en Renta Ex Hda San Francisco, Apodaca; Excedente y Cochera Automatizada ex hacienda san franciscocasa con espacios bien aprovechados 3 recamaras. …. . Ideal para ejecutivos, familias ó recién casados. Contamos con servicio de facturación de renta si lo requiere. planta baja. SalaComedorCocina integral estufa, tarja y alacenas. 1 RecamaraLavandería techada amplia con talladorPatio trasero con pasto y sistema de riegoCochera Techada para 2 autos automatizadaporton de dos hojasBaño completo en área de lavanderíaplanta alta1 Recamara principal con Closet completo y zapatera1 baño completo en Planta Alta remodeladoequipamiento extra: Piso cerámico en toda la casaProtectores en toda la casaCochera automatizada con portón de doble hoja1 clima F/C en recamar Secundaria",25.7601705,-100.2172599,0,Ex Hacienda San Francisco,107.0,150,2,2,3
40000,Monterrey,"Casa en renta, San Jemo 3er sec. Cerca de Av. Puerta del Sol, con 2 parques cercanos a 1 y 3 cuadras. Se aceptan mascotas! La casa cuenta con 2 cajones de estacionamiento techado, portón eléctrico. Ventanas con protectores de acero. En la primera planta cuenta con áreas de: Patio frontal con mesa y sillas ideal para una reunión. Recibidor. Sala con techo doble altura y acceso al patio. Baño completo. Comedor amplio. Cocina integral con gabinetes, campana, estufa, tarja y barra desayunador con ventana corrediza de madera que tiene vista al comedor. Lavandería muy amplia con repisas y bases para cañas de pescar. Patio de servicio con acceso a estacionamiento y lavandería, cuenta con boiler y bomba de agua. Patio con jardín, palapa con bar y entrada lateral. En la segunda planta cuenta con: 3 recamaras, 2 de ellas con walk in closet, todas con aire acondicionado. Baño completo compartido con 2 lavabos. Todas las áreas de la casa cuentan con cortinas/persianas. La casa también cuenta con cámaras de circuito cerrado.",25.6812298,-100.371052,0,San Jemo 3 Sector,101.0,357,3,2,2
19000,Guadalupe,"Rento. Casa equipada de dos niveles. en Fracc Privado 24/7, Tranquilo y Seguro. Col. Bosques del contry en el Municipio de guadalupe. A unos pasos de Av. Eloy cavazos y a 1min de la Pastora y Av. Las americas. 3 Habitaciónes + 2. 5 Baños. Area de Sala & Comedor + Cocina+ Lavanderia Cerrada + Pasillo Lateral + Patio+ Cochera abierta Doble. Incluye: 4 minisplits | cocina equipada | estufa & campana| 3 closets | protectores | boiler | tinaco |. - C. 133 m2 | T. 148 m2. - Contáctame vía WhatsApp para más Detalles, Requisitos & Citas! -",25.6603664,-100.2503738,0,Bosques del Country,106.0,148,3,2,2
105000,San Pedro Garza García,"Hermosa casa en excelente ubicación. Recibidor, sala, comedor, cocina equipada, 2 recamaras con baño y vestidor, sótano con cava, amplio jardín, con terraza y alberca, lavandería, cuarto de servicio, cochera para 2 carros.",25.6372467,-100.382777,0,Balcones Del Valle,102.0,480,2,3,2
15000,García,"Casa en renta en Privada de tres plantas. En cumbres la rioja. Frente a parque. Cochera techada para dos autos. Sala comedor. Cocina. Medio baño. Lavanderia. Planta alta. 3 recamaras. 2 baños completos. Tercer planta. Terraza muy amplia. Medio baño. $ 15, 000",25.7709312,-100.4599559,0,Cumbres La Rioja,108.0,130,0,3,1
21000,Pesquería,"Rento casa nueva semi-amueblada con cochera doble totalmente techada terreno excedente de jardín muy amplio, patio tiene lavandería, sala-comedor, cocina integral con horno electrico, refrigerador y parrilla electrica de estufa, campana, protectores en toda la casa, y medio baño, en la segunda planta tiene estancia 3 recamaras y dos baños completos la recámara principal con walking-closet y baño completo al igual con cama queen size y clima inverter de dos toneladas no mascotas Se pide un mes y medio de deposito con poliza juridica y sin muebles lleva otro precio mas economico",36.839005,-2.4786423,500,Almeria,,159,3,2,0
75000,San Pedro Garza García,"Casa en renta en excelente ubicación, especial para adultos mayores, ya que es de un sólo piso, la casa cuenta con su cocina, sala, comedor con doble altura y acabados en maderas, con amplios ventanales con vista al jardín, 2 recámaras, cada una con su propio baño y vestidor. Estancia de televisión. Cuarto de servicio. Cochera para tres carros.",25.6469841,-100.3897971,0,Hacienda El Rosario,102.0,806,2,2,3
150000,San Pedro Garza García,"Rednorte ofrece: San Patricio, San Pedro Garza García, N. L. Situada en el corazón de San Pedro Garza García, presentamos una residencia emblemática que combina diseño arquitectónico de lujo con comodidades de vanguardia en una de las zonas más exclusivas de la ciudad. Características Principales: Dimensiones: Terreno 600 m2 | Construcción 1750 m2. Su amplitud es evidente, brindando espacios generosos en cada rincón. Acabados Premium: En cada espacio de la casa se evidencia el buen gusto y la atención al detalle con acabados de lujo que realzan su elegancia. Habitaciones de Ensueño: Cuatro recámaras espaciosas, todas con su baño privado, ofrecen un santuario de privacidad y confort. Vista Única: Desde el amplio patio, disfruta de una conexión inigualable con la naturaleza gracias a la vista de una imponente piedra de montaña. Comodidad Elevada: La residencia cuenta con un elevador, sumando un toque moderno y facilitando la movilidad entre niveles. Terraza con Vistas: La terraza invita a momentos de relajación, ofreciendo vistas panorámicas que capturan la esencia de San Pedro Garza García. Cochera Espaciosa: Con capacidad para 4 autos, garantiza comodidad para residentes y visitantes por igual. Flexibilidad de Espacios: Un área versátil que puede adaptarse como sala de espera, de tv o oficina, reflejando la versatilidad del diseño. Entrada Majestuosa y Áreas Sociales: Un recibidor que impresiona desde el primer momento, seguido de un amplio comedor y una lujosa cocina con antecomedor. Clave interna: eg100. whatsapp: Ver datos",25.6679457,-100.3900808,0,San Patricio,102.0,600,4,4,2
10500,Apodaca,"Casa amueblada en renta en ebanos residencial en apodaca N. L. Casa amueblada en renta en Ebanos a una cuadra de la Av. Mezquital Santa Rosa, tiene muy cerca Escuelas Kinder y Primaria de gobierno y particulares, Gimnasio Municipal, farmacias, tiendas particulares, Oxxo, tortillería, pasan diferentes rutas de camiones a una cuadra, esta cerca de Citadina y Sendero Concordia. La propiedad esta amueblada, cuenta con sala, comedor, cocina integral con estufa y campana, así como refrigerador y microondas además de lavadora y boiler, tiene 2 recámaras secundarias con closet y cama matrimonial, cuenta con 2 climas inverter, tiene cochera techada pasillo con barandal y patio techado. No se aceptan mascotas. Solo perfil ejecutivo o matrimonio sin hijos. Primer Nivel. Sala, comedor. Cocina integral con estufa y campana. Medio Baño. Cochera y patio techado. Segundo Nivel. 2 Recámaras con closet y abanico de techo (cada uno con mini Split) Baño completo",25.7670837,-100.195616,0,banos Norte,107.0,90,2,1,2
16000,García,"Casa de 2 plantas en fraccionamiento privado vigilancia 24/7. con alberca, salon multiusos, parque Y juegos infantiles. pb: Cochera techada para 2 autos, cocina integral con cubierta y barra de granito y estufa. Sala-comedor, 1/2 baño, lavanderia cerrada, patio amplio con piso y pasillo lateral. pa: estancia, recamara principal con walking closet, , baño, terraza y minisplit. 2 recamaras secundarias con minisplits y closet y comparten baño. Cuenta con persianas blackout, minisplits, boiler. informes y Citas: Ver datos",25.7643904,-100.4649452,0,Cumbres Britania,108.0,149,3,2,2
12500,San Nicolás de los Garza,"Casa equipada en renta en Nueva las Puentes a una cuadra de Av. Magueyes y cerca de las Avenidas como Diego Díaz, Pico Bolívar, Santo Domingo, Las Puentes entre otras, la propiedad tiene a su alrededor escuelas Nivel Primaria y Secundaria de gobierno y particulares, parque, tiendas, 7-Eleven, Oxxo´s, Fruterías, Carnicería, Gasolinería, Negocios Locales, heb Diego Díaz, adosa, etc. La propiedad cuenta con cocina equipada con estufa y campana, con refrigerador, cuenta con mini Split y closet en 2 recámaras, boiler de paso, lavandería techada comedor y barra desayunadora, tiene cochera techada con barandal, son 4 recámaras, 2 en el primer nivel. Cuenta con un cuarto en la entrada de la propiedad para uso de recámara o de home office. No se aceptan mascotas. Primer Nivel. Área de sala y comedor. Cocina Integral con estufa y campana. Medio Baño. Cochera Techada. 2 Recámaras. Lavandería Techada. Segundo Nivel. Recámara principal ampliado con otro cuarto cuenta con closet y mini Split. Recámara secundaria con closet y mini Split. Terraza. Pequeña estancia. Baño completo",25.7472009,-100.261064,0,Las Nuevas Puente,105.0,90,4,1,1
31500,Santiago,"Casa en renta Montellan, Carretera Nacional El Barro Santiago N. L. Eb-qv5807. En colonia privada con accesos controlados y vigilancia las24/7. Casa a estrenar, cuenta con: -Cochera Doble techada frente a parque. -Sala-comedor. -Cocina integral equipada(estufa con campana, horno, parrilla) -Medio baño. -Cuarto de almacén (bajo escaleras) -Pasillo lateral que conduce a patio. -Patio trasero. -Puerta de seguridad. Segunda Planta: -2 recamaras secundarias con closet de pared. -Baño completo compartido(cancelería y lavabo montado en mármol) -Zink. -Recamara principal con walking-closet. -Baño completo con cancelería y lavabo montado en mármol. Tercer Piso: -Área social. -Lavandería. -Baño completo con cancelería. -Terraza con vista frontal y grandes ventanales. Amenidades. -Salón para eventos. -Alberca. -Áreas verdes. -Asadores. -Resbaladeros. *Se entrega con minisplit en cada área. *Incluye cuota de mantenimiento. *Solo familia sin niños o ejecutivos. *Se puede manejar con póliza jurídica. ""Esta es una de las varias opciones que tenemos para ti. Somos una agencia de bienes raíces especializada en la venta y renta de vivienda residencial, te brindamos un servicio personalizado y de alta calidad. Si necesitas ayuda para comprar o rentar, contáctanos y uno de nuestros asesores te atenderá. """,25.5193087,-100.2088519,0,El Barro,,119,0,0,0
75000,San Pedro Garza García,"Asa en renta Vista Real, San Pedro Garza García eb-rc3915. Ubicada dentro de fraccionamiento exclusivo en San Pedro con seguridad 24 hrs y acceso controlado. Estacionamiento privado para 2 autos. -Recibidor con medio baño de visitas. -Sala /Comedor con vistas espectaculares a la sierra madre. -Cocina integral equipada con electrodomésticos, cubierta de cuarzo. -3 Recamaras con baño, vestidor y balcón con persianas. -Estancia familiar. -Cuarto de juegos con baño y terraza. -Terraza social. -Cuarto de servicio con baño completo. -Cuarto de lavado. Acabados. -Pisos de porcelanato en área social y cocina. -Escaleras con piso de mármol. -Piso de primera tipo duela en recamaras. -Placas de lavabos de mármol. -Cancelería pvc. -Puertas de madera interiores semisólidas. -Barandales de cristal. -Mármol en piso de regaderas. -Tallador en lavandería. -Sink en lavandería. - Luminarias led. servicios: -Cisterna Rotoplast con capacidad de 5, 000 litros de agua. -Luz trifásica. -Preparación para tv e internet. -Agua, gas. -Aire acondicionado: Minisplits. ""Esta es una de las varias opciones que tenemos para ti. Somos una agencia de bienes raíces especializada en la venta y renta de vivienda residencial, te brindamos un servicio personalizado y de alta calidad. Si necesitas ayuda para comprar o rentar, contáctanos y uno de nuestros asesores te atenderá. """,25.6501744,-100.3251955,0,Vista Real,102.0,196,3,3,2
30000,Monterrey,"Casa equipada en venta o renta Cumbres 3er Sector, Monterrey N. L. Eb-rc4428. Excelente ubicación. 445 Mts² Terreno. 480 Mts² Construcción. -Cochera para 2 autos techada. -Cocina / antecomedor. -Sala. -6 Recámaras. -5½ baños. ""Esta es una de las varias opciones que tenemos para ti. Somos una agencia de bienes raíces especializada en la venta y renta de vivienda residencial, te brindamos un servicio personalizado y de alta calidad. Si necesitas ayuda para comprar o rentar, contáctanos y uno de nuestros asesores te atenderá. """,25.742009,-100.4055945,0,Las Cumbres 3 Sector,101.0,445,6,4,2
40000,Monterrey,"Casa en renta en cumbres elitesector cima del bosqueno es privada&amp;nbsp;1er&amp;nbsp; nivelcochera para 2 carros con pasilloque lleva al sótanoÁrea de Recibidor, área de sala y comedor. Cocina super equipada con, horno, parrilla, campana, micro y refrigerador. 1/2 baño. 2ndo NivelRecamara principal con baño vestidorEstancia2 recamaras secundarias con baño vestidorSótanoÁrea de lavandería, con sala de juegos, un bar, patio techado, con área de asador y barra de granito. Espectacular Alberca y baño completo. Equipamiento: minisplits en todas las áreas, persianas, muebles empotrados de madera, closets, iluminación y jardines verticales. La casa tiene Tinaco de 800 ltsSe renta con Garantía jurídica1 mes de deposito1 mes de rentaEl pago de la garantía jurídica. Todas las áreas cuentan con minisplits, persianas, muebles empotrados de madera, closets, luminarias y jardín vertical en diferentes áreas de la casa. Incluye tinaco de 800lts. -Fiador o Garantía juridica -1 mes de depósito y 1 mensualidad de renta por adelantado.",25.7469674,-100.4014978,0,Cumbres Elite,101.0,180,3,4,2
25000,Monterrey,"Casa en Renta equipada en Cumbres de Santa Clara $25, 000. Fraccionamiento privado con acceso controlado 24 hrs. Casa de un piso con cochera para 2 autos, sala, comedor, cocina integral con estufa y campana, lavandería techada y patio. 3 Habitaciones con baño vestidor. Equipamiento: Cocina integral con estufa y campana, protectores, abanicos de techo minisplits, closets, boiler y tinaco. Nota: Cambio de precios sin previo aviso. La información y medidas son aproximadas y deberán ratificarse con la documentación pertinente",25.7382274,-100.3971689,0,Cumbres de Santa Clara,101.0,300,3,1,2
32900,Santa Catarina,"Nivel 1. -la cocina esta amplia. -la sala/comedor de muy buen tamaño con una terraza que conecta con un pasillo que da a la cochera. -medio baño. (Toda la casa tiene mucha luz natual) Nivel 2. 3 recamaras. -recamara principal de muy buen tamaño con una terraza y walk in closet. -1 recamara secundaria con mueble empotrado para closet y escritorio. -2 recamara amplia con mucha luz natural. Y una estancia en medio de los 3 cuartos con mucho espacio para sala de tele. Nivel 3. -lavandería. -cuarto de servicio. -amplia terraza con la preparación para un asador. La privada tiene un parque y espacio para jugar basquetbol. Recámara principal, tinaco y cisterna con bomba. Nota: Cambio de precios sin previo aviso. La información y medidas son aproximadas y deberán ratificarse con la documentación pertinente.",25.6584317,-100.4366707,0,Huasteca Real,103.0,140,3,4,2
16000,San Nicolás de los Garza,"Casa en Renta en San Nicolas de los Garza nl sala comedor y cocina integral, medio baño en planta baja. En Planta Alta: 2 recamaras con minisplit, 1 baño completo, terraza, 2 minisplits, Casa remodelada completamente, protecciones, cochera para un auto, tinaco, .",25.7588895,-100.3024349,0,Getsemani,105.0,105,2,1,1
16000,García,"Casa en renta en las Lomas sector Jardines!! Amueblada. Renta $16, 000. Dos recamaras con minisplit. 2 Closets. Estancia. Dos baños y un medio baño. Sala. Comedor. Cocina remodelada. Estacionamiento para dos autos. Se puede incluir refrigerador, sala en estancia, sala en estancia, dos camas. Boiler. Lavandería techada. Techo de policarbonato",25.767275,-100.4354415,0,Las Lomas Sector Jardines,108.0,120,2,2,2
40000,Monterrey,"Casa en Renta Colinas de San Jerónimo con 3 Niveles, consta de Recibidor, 3 recamaras cada una con baño vestidor, Sala, baño de visita, comedor cocina integral de granito, equipada ( estufa, campana, lavavajillas) boiler, climas, cisterna y tinaco, antecomedor, estancia, estudio, lavandería, cuarto de servicio con su baño completo, patio amplio con jardín y fuente de agua, techo doble altura en la entrada, con buena iluminación, cochera para 2 autos con portón eléctrico, excelente ubicación con vías de acceso rápidas a 5 minutos de heb y Galerías Monterrey.",25.6863582,-100.3761083,0,Colinas de San Jerónimo,101.0,190,3,4,2
22000,García,"Hermosa casa ubicada en colonia privada, cuenta con áreas verdes, vigilancia y acceso controlado, ubicada en esquina frente a parque. La casa cuenta con cochera techada para dos autos, espacio para sala, comedor, cocina integral con barra de cuarzo, equipada con estufa y campana, lavandería cerrada, patio, Segundo Nivel: Estancia, cuenta con 3 recámaras, la principal con baño vestidor, las secundarias comparten baño, cada una con closet, mini split, persianas. Tercer nivel: estancia con mini split, persiana o una cuarta recámara ya que cuenta con baño completo, terraza con asador. Hermosas vistas",25.7605441,-100.4375488,700,Valle de Cumbres,108.0,160,4,3,2
68000,San Pedro Garza García,"Rednorte ofrece: Renta de Casa en Montecristo. Características Generales. • Plantas: 3. • Terreno: 200 m² • Construcción: 370 m² • Recámaras: 3. • Baños Completos: 3. • Medios Baños: 2. Equipamiento y Acabados. • 4 Minisplits. • 6 Abanicos de Techo. • Cocina Integral con Cuarzo y Madera Importada de Turquía. • Luces con Encendido por WiFi. • Piso de Porcelanato Gran Formato. Amenidades. • Cochera para Dos Autos con Portón Eléctrico. • Amplia Terraza. • Sala Comedor. • Lavandería. • Bodega. Ubicación y Vistas. • Increíbles vistas hacia el Cerro de la Silla. • Excelente ubicación cerca de colegios, centros comerciales y hospitales. Requisitos. • Se requiere garantía jurídica clave interna: of005 whatsapp: Ver datos",25.6587678,-100.3476843,0,Valle Oriente,102.0,200,3,5,2
15000,Apodaca,"Casa en renta en Privadas Santa Rosa, Apodaca N. L. Semi amueblada en esquina con excedente. Ubicada en fraccionamiento privado con seguridad las 24hrs. Cerca de la avenidas principales como carretera mezquital-Santa rosa, Concordia y libramiento noreste (Humberto Ramos) a unos 8 min del centro de Apodaca y salida a carretera Laredo, así como de centros comerciales, supermercados, colegios. La casa incluye cocina integral, refrigerador, minisplits, roperias, sala, comedor, camas, boiler, portón. Primer nivel. -Cochera techada para dos autos con portón. -Sala. -Comedor. -Cocina integral. -Medio Baño. -Recamara con baño y entrada independiente. -Patio con excedente y lavandería. segundo nivel. -2 recámaras con cama, roperia y Minisplit. -Estancia. -Baño completo. -Balcón terraza",25.8088518,-100.2372319,0,Privadas de Santa Rosa,107.0,255,3,2,2
